first_name,last_name,pdga_number,rating,year,class,gender,division_name,division_code,country,state_prov,tournaments,rating_rounds_used,points,prize,last_modified
Michael,Gilson,65738,976,2021,P,Male,Open,MPO,United States,WI,19,45,3335,2632,2021-08-09
Adam,Case,37786,952,2011,P,Male,Advanced,MA1,United States,TX,22,17,3335,,2018-05-15
Ben,Wilcox,59298,941,2014,P,Male,Advanced,MA1,United States,MS,10,17,3335,,2018-05-15
Jordan,Spaulding,37981,949,2015,A,Male,Advanced,MA1,United States,KY,13,3,3335,,2018-05-15
Nick,Buysse,73715,925,2017,A,Male,Advanced,MA1,United States,WV,14,13,3335,,2018-05-15
Roger,Cansler,9073,995,2004,P,Male,Open,MPO,United States,CA,20,34,3333,3045.5,2017-03-10
David,Madruga,32315,994,2015,P,Male,Open,MPO,United States,CA,12,24,3332,1322,2019-12-12
Brian,Robinson,24139,949,2005,A,Male,Advanced,MA1,United States,TN,10,4,3332,,2018-05-15
William,Layman,44907,944,2013,P,Male,Advanced,MA1,United States,TX,11,10,3332,,2018-05-15
David,Haning,10583,958,2005,P,Male,Advanced,MA1,United States,CA,16,21,3332,0,2018-02-14
Jason,Sutter,41112,937,2011,A,Male,Advanced,MA1,United States,FL,25,9,3332,,2018-05-15
Austin,Fisher,45903,967,2013,A,Male,Advanced,MA1,United States,NC,12,12,3332,,2018-05-15
Nathan,Van Ee,47665,928,2014,A,Male,Advanced,MA1,United States,WI,5,9,3332,,2018-05-15
Mark,Grzybowski,50306,944,2016,A,Male,Intermediate,MA2,United States,IN,6,4,3332,,2018-05-15
Kyle,Klein,85132,1016,2019,P,Male,Open,MPO,United States,MI,6,82,3330,5000,2021-01-26
Alex,Tews,75745,978,2019,P,Male,Open,MPO,United States,UT,18,34,3330,2330,2021-01-26
Owen,Hileman,32715,990,2017,P,Male,Open,MPO,United States,PA,23,32,3330,2683.47,2019-12-12
Mike,Durco,13559,989,2009,P,Male,Open,MPO,United States,MI,13,9,3330,1347,2018-05-15
Anthony,Williams,47714,0,2012,P,Male,Advanced,MA1,United States,TX,1,39,3330,,2018-05-15
Zak,Fortuna,39518,982,2012,P,Male,Advanced,MA1,United States,MI,9,22,3330,,2018-05-15
Chris,Rodesney,33296,928,2015,A,Male,Advanced,MA1,United States,TX,2,8,3330,,2018-05-15
Jon,Drummond,7350,1008,2006,P,Male,Open,MPO,United States,MN,14,13,3330,3604.67,2017-01-11
Michael,Douglas,26782,950,2019,A,Male,Advanced,MA1,United States,TX,4,10,3330,,2019-05-17
Del,Cockayne,51347,0,2012,A,Male,Advanced,MA1,United States,IA,1,,3330,,2018-05-15
Brant,Moon,50118,912,2012,A,Male,Advanced,MA1,United States,IA,1,7,3330,,2018-05-15
Chris,Reece,34195,954,2012,A,Male,Advanced,MA1,United States,MI,11,11,3330,,2018-05-15
Pete,Johnson,9009,976,2008,P,Male,Masters,MPM,United States,MT,23,59,3330,2808.75,2018-05-15
Ryan,Wiggins,31819,919,2007,A,Male,Intermediate,MA2,United States,TN,3,7,3328,,2018-05-15
Tony,Gerling,17737,988,2004,P,Male,Open,MPO,United States,OH,25,5,3328,2443.33,2017-03-10
Austin,Pfaff,46314,1004,2014,P,Male,Open,MPO,United States,VA,22,13,3327,5122,2019-12-12
Alex,Durham,103859,963,2019,P,Male,Advanced,MA1,United States,SC,16,58,3327,,2019-11-27
Keith,Wert,26233,990,2008,P,Male,Open,MPO,United States,MI,17,15,3327,1551.83,2018-05-15
Tyler,Liebman,24981,1000,2013,P,Male,Open,MPO,United States,CO,16,45,3327,3558,2018-05-15
Eric,Woloshin,66246,867,2018,A,Male,Recreational,MA3,United States,KY,43,85,3327,,2018-12-10
Kent,Schafer,22662,941,2007,A,Male,Advanced,MA1,United States,AL,4,21,3327,,2018-05-15
Jon,Tostoe,77601,954,2017,P,Male,Advanced,MA1,United States,NC,17,24,3327,,2018-05-15
David,Sherman,49866,923,2018,A,Male,Intermediate,MA2,United States,MO,5,5,3326,,2018-10-05
Brian,McRee,7883,1008,2002,P,Male,Open,MPO,United States,NC,32,18,3326,6990.49,2016-12-13
Jessica,Weese,50656,949,2021,P,Female,Open Women,FPO,United States,CA,21,81,3325,15148,2021-08-04
CJ,King,37832,984,2020,P,Male,Open,MPO,United States,WI,8,35,3325,1313.5,2020-09-20
Noah,Baker,86443,950,2018,P,Male,Advanced,MA1,United States,TX,16,56,3325,,2019-02-12
Luis,Gonzalez,50760,985,2016,P,Male,Open,MPO,United States,TX,22,12,3325,2451,2018-05-31
Nathan,Clapp,20286,978,2007,P,Male,Open,MPO,United States,TN,15,13,3325,1424.5,2018-05-15
Josh,Pemberton,27810,935,2007,P,Male,Advanced,MA1,United States,IN,11,10,3325,,2018-05-15
Tim,Barham,53332,977,2012,P,Male,Advanced,MA1,United States,MI,10,85,3325,,2018-05-15
Stephen,Trello,34621,974,2013,P,Male,Open,MPO,United States,GA,16,19,3325,742.5,2018-05-15
Ian,Fredrickson,77821,963,2018,P,Male,Advanced,MA1,United States,TX,9,19,3325,,2019-01-02
Travis,Sauls,20237,916,2004,P,Male,Advanced,MA1,United States,SC,22,32,3325,,2018-05-15
Michael,Burpo,41698,949,2012,A,Male,Advanced,MA1,United States,TX,7,10,3325,,2018-05-15
Shane,Sparkman,73622,943,2017,A,Male,Advanced,MA1,United States,CO,15,3,3325,,2018-05-15
Damon,Culver,34182,918,2009,A,Male,Intermediate,MA2,United States,IA,17,8,3324,,2018-05-15
Jay,Harbour,21464,947,2004,P,Male,Advanced,MA1,United States,OR,15,7,3323,0,2017-03-10
Mitchell,Privette,44938,995,2018,P,Male,Open,MPO,United States,MN,20,39,3322,3877,2019-12-12
Phillip,Martin,104747,907,2019,A,Male,Intermediate,MA2,United States,OK,8,8,3322,,2019-10-27
Brian,McMillan,34915,949,2012,A,Male,Advanced,MA1,United States,WI,10,9,3322,,2018-05-15
Matt,Lacey,17429,918,2004,A,Male,Advanced,MA1,United States,MI,16,14,3322,,2018-05-15
Seth,White,33182,988,2009,P,Male,Open,MPO,United States,MT,9,11,3322,988,2018-05-15
Mike,Van De Wettering,54703,964,2015,P,Male,Advanced,MA1,United States,WI,9,10,3322,,2018-05-15
Sam,Moffat,16135,938,2006,P,Male,Advanced,MA1,United States,TN,2,5,3320,,2018-05-15
James,Sherwin,14342,935,2006,A,Male,Advanced,MA1,United States,KY,6,10,3320,,2018-05-15
Jake,McGuire,19288,958,2003,P,Male,Advanced,MA1,United States,TN,4,4,3320,,2018-05-15
Michael,Frame,20305,951,2005,P,Male,Advanced,MA1,United States,MI,14,25,3320,,2018-05-15
Chris,Schmidt,16799,971,2007,P,Male,Open,MPO,United States,MN,22,9,3320,1399,2018-05-15
Troy,Parker,10725,954,2012,A,Male,Advanced,MA1,United States,IA,4,4,3320,,2018-05-15
Ryan,Dickson,63650,985,2018,P,Male,Open,MPO,United States,CA,24,8,3317,1247,2019-12-11
Aaron,Walther,39316,943,2009,P,Male,Advanced,MA1,United States,MO,7,35,3317,,2018-05-15
John,Collins,73375,969,2017,P,Male,Open,MPO,United States,CO,13,14,3317,935,2018-05-15
Jay,Nourse,58489,978,2016,P,Male,Open,MPO,United States,MA,20,7,3317,1754,2018-05-15
Jessica,Weese,50656,943,2019,P,Female,Open Women,FPO,United States,CA,33,81,3316,13095.25,2021-01-26
David,Glass,27190,892,2007,A,Male,Intermediate,MA2,United States,TN,9,2,3316,,2018-05-15
Chris,Shank,127517,957,2021,A,Male,Advanced,MA1,United States,OR,18,58,3315,,2021-08-02
Jordan,Renzelman,73362,960,2018,P,Male,Advanced,MA1,United States,KS,8,34,3315,,2018-12-30
Alberto,Ochoa,93782,952,2018,P,Male,Advanced,MA1,United States,IL,10,18,3315,,2018-12-12
Chadd,Scruggs,53931,912,2017,A,Male,Advanced,MA1,United States,MI,13,33,3315,,2018-05-29
Ben,Hamlin,29291,954,2006,P,Male,Advanced,MA1,United States,MI,7,1,3315,,2018-05-15
Aaron,Johnson,33357,952,2009,P,Male,Advanced,MA1,United States,MO,4,10,3315,,2018-05-15
Kevin,Barnes,58296,930,2015,P,Male,Advanced,MA1,United States,AR,1,8,3315,,2018-05-15
Patrick,Burke,28567,968,2015,P,Male,Advanced,MA1,United States,MI,1,58,3315,,2018-05-15
John,Ryan,34459,966,2009,A,Male,Advanced,MA1,United States,CA,14,2,3315,,2018-05-15
Ben,Singer,25180,965,2008,P,Male,Open,MPO,United States,OH,20,4,3315,1128.83,2018-05-15
John,Lerum,47102,933,2015,P,Male,Advanced,MA1,United States,MN,9,15,3315,,2018-05-15
TJ,White,78369,911,2019,A,Male,Intermediate,MA2,United States,MO,12,16,3314,,2019-11-17
Jeremy,Gibbs,32025,907,2007,A,Male,Intermediate,MA2,United States,MI,15,10,3314,,2018-05-15
Colby,Childress,101578,954,2018,P,Male,Advanced,MA1,United States,TN,21,71,3312,,2018-12-30
Mike,Hallworth,30952,902,2007,A,Male,Intermediate,MA2,United States,GA,9,7,3312,,2018-05-15
Aaron,Stevens,73429,913,2017,A,Male,Intermediate,MA2,United States,MO,11,22,3312,,2018-05-15
Jere,Eshelman,21683,1013,2014,P,Male,Open,MPO,United States,CA,10,20,3312,2970.5,2019-12-12
Shane,Ownby,25791,939,2007,P,Male,Advanced,MA1,United States,TN,6,6,3312,,2018-05-15
Andrew,Mills,15051,929,2003,P,Male,Advanced,MA1,United States,IN,13,15,3312,,2018-05-15
Luke,Hanewall,35364,983,2021,P,Male,Open,MPO,United States,WI,11,35,3310,1612,2021-07-29
Drew,Palmer,57385,924,2018,A,Male,Advanced,MA1,United States,TX,12,29,3310,,2019-01-03
Tim,Knaul,22596,956,2005,P,Male,Advanced,MA1,United States,TN,7,1,3310,,2018-05-15
Chris,Villa,58197,998,2015,P,Male,Open,MPO,United States,PA,14,69,3310,2262.5,2018-05-15
Chris,Winkle,60843,952,2015,A,Male,Advanced,MA1,United States,TN,7,9,3310,,2018-05-15
Idris,Garcia,60478,958,2017,P,Male,Advanced,MA1,United States,TN,11,12,3310,,2018-05-15
Lance,Landgren,60704,973,2017,P,Male,Open,MPO,United States,CA,21,8,3310,1942.5,2018-05-15
David,Tucker,34885,942,2011,P,Male,Advanced,MA1,United States,NC,6,21,3310,,2018-05-15
Robert,Ryan,30296,990,2015,P,Male,Masters,MPM,United States,CA,30,8,3310,7991.5,2018-05-15
Cooper,Legee,61055,991,2016,P,Male,Open,MPO,United States,ME,16,21,3310,2419.5,2018-05-15
Eric,Jubin,34690,947,2019,A,Male,Amateur Masters 40+,MA40,United States,TX,21,48,3308,,2019-11-09
Eric,Kent,48566,948,2021,A,Male,Advanced,MA1,United States,MI,16,34,3307,,2021-08-08
Adam,Hernandez,43892,948,2016,A,Male,Advanced,MA1,United States,TN,6,31,3307,,2018-05-15
Brian,Williams,94511,950,2018,P,Male,Advanced,MA1,United States,PA,12,30,3307,,2018-11-28
Tony,Maccarino,32685,943,2008,A,Male,Advanced,MA1,United States,MI,5,9,3307,,2018-05-15
Christopher Kipper,Kendzierski,30141,933,2010,P,Male,Advanced,MA1,United States,OH,6,2,3307,,2018-05-15
David,Haugsted,68394,915,2017,A,Male,Advanced,MA1,United States,IA,25,10,3307,,2018-05-15
Trent,Rash,58343,883,2018,A,Male,Intermediate,MA2,United States,MO,18,33,3306,,2018-10-28
Brandon,Cawthorne,60069,999,2021,P,Male,Open,MPO,United States,OK,21,65,3305,3579,2021-07-31
Jerome,Knott,42369,975,2014,P,Male,Open,MPO,United States,CO,16,13,3305,1199,2018-05-15
Anthony,Newberry,19866,936,2003,A,Male,Advanced,MA1,United States,TX,18,59,3305,0,2017-03-10
Joe,Caissie,107772,935,2021,P,Male,Advanced,MA1,United States,AK,11,74,3305,,2021-08-09
Pawel,Hanczaruk,33678,930,2010,P,Male,Advanced,MA1,United States,FL,5,7,3305,,2018-05-15
Andrew,Coggin,27745,948,2013,P,Male,Advanced,MA1,United States,NC,7,10,3305,,2018-05-15
Daniel,Zamora,52407,925,2014,P,Male,Advanced,MA1,United States,NM,11,21,3305,,2018-05-15
Edward,Garcia,47208,946,2015,A,Male,Advanced,MA1,United States,TX,12,4,3305,,2018-05-15
Tylor,Igou,83680,925,2017,A,Male,Advanced,MA1,United States,MN,5,21,3305,,2018-05-15
Michael,Arauza,87267,992,2020,P,Male,Open,MPO,United States,CA,24,77,3302,2680,2020-12-30
Stuart,Krall,13321,922,2007,A,Male,Advanced,MA1,United States,NC,9,30,3302,,2018-05-15
Chris,Albanese,33162,948,2009,P,Male,Advanced,MA1,United States,MO,8,9,3302,,2018-05-15
Paul,Dorries,35302,981,2015,P,Male,Open,MPO,United States,TX,9,8,3302,526,2018-05-15
Kenny,Chassie,115300,949,2021,A,Male,Advanced,MA1,United States,OR,7,10,3300,,2021-07-27
James,DeFriese,144314,978,2021,P,Male,Advanced,MA1,United States,VA,3,8,3300,,2021-07-25
Lance,Brown,58644,973,2015,P,Male,Advanced,MA1,United States,NC,3,79,3300,,2019-12-12
Taylor,Brooks,103209,955,2018,P,Male,Advanced,MA1,United States,VA,16,43,3300,,2018-12-29
Kurt,Conrad,37988,965,2018,P,Male,Advanced,MA1,United States,IA,2,19,3300,,2018-11-24
Dan,Traub,46267,944,2011,P,Male,Advanced,MA1,United States,NY,8,18,3300,,2018-05-15
Andrew,Steiner,39335,910,2010,A,Male,Intermediate,MA2,United States,MI,32,25,3300,,2018-05-15
Mitch,Sonderfan,17998,995,2008,P,Male,Open,MPO,United States,CO,12,8,3300,2920.5,2018-05-15
Todd,Gingerich,50309,960,2013,A,Male,Advanced,MA1,United States,NC,16,13,3300,,2018-05-15
Trevor,Hodgins,57575,985,2014,P,Male,Advanced,MA1,United States,CA,4,8,3300,,2018-05-15
Aaron,Collins,63948,965,2020,P,Male,Open,MPO,United States,OH,15,50,3300,433,2020-10-06
Matthew,DeAngelis,32342,954,2011,P,Male,Advanced,MA1,United States,MA,3,8,3300,,2018-05-15
Jason,Rose,27991,940,2007,P,Male,Advanced,MA1,United States,AL,24,11,3298,0,2016-10-10
Aaron,Meyer,35767,925,2012,P,Male,Intermediate,MA2,United States,WI,18,3,3298,,2018-05-15
Jason,Hebenheimer,43762,950,2016,P,Male,Advanced,MA1,United States,MO,5,85,3297,,2018-05-15
Justin,Peeler,84105,959,2017,P,Male,Advanced,MA1,United States,SC,15,19,3297,,2018-05-15
Ralph,Pitt,22503,925,2011,A,Male,Intermediate,MA2,United States,SC,21,12,3296,,2018-05-15
Brad,Hammock,5912,1022,2004,P,Male,Masters,MPM,United States,GA,22,55,3296,17143,2017-03-10
Patrick,Harris,42420,950,2012,A,Male,Advanced,MA1,United States,VT,6,43,3295,,2018-05-15
Jeffrey,Bryk,18706,977,2016,P,Male,Open,MPO,United States,GA,12,29,3295,768,2018-05-15
Raymond,Oberley Jr,49255,983,2015,P,Male,Open,MPO,United States,MN,11,12,3295,2282.74,2019-12-12
Lester Buddy Lee,Sloan,35165,981,2011,P,Male,Open,MPO,United States,IL,26,14,3295,1321.17,2018-05-15
Ben,Basilio,28342,930,2011,P,Male,Advanced,MA1,United States,NY,11,13,3295,,2018-05-15
Bryan,Gaskill,40155,962,2013,P,Male,Advanced,MA1,United States,MO,3,7,3295,,2018-05-15
Ryan,Pilcher,93207,898,2019,A,Male,Recreational,MA3,United States,IL,20,24,3292,,2019-12-29
Connor,Hanrahan,58857,988,2016,P,Male,Open,MPO,United States,CA,14,10,3292,1809,2019-12-12
Josh,King,53888,976,2019,A,Male,Advanced,MA1,United States,IA,2,7,3292,,2019-09-04
Wil,Ennis,15179,958,2005,P,Male,Advanced,MA1,United States,KY,17,7,3292,,2018-05-15
Aaron,Konichek,32694,985,2015,P,Male,Open,MPO,United States,NM,9,14,3292,1246,2019-12-12
Dustin,Perry,36224,1003,2016,P,Male,Open,MPO,United States,GA,22,11,3292,5643,2019-12-12
Dillon,Hunt,46155,983,2015,P,Male,Open,MPO,United States,OR,15,31,3292,1377,2018-05-21
Lisa,Fajkus,32654,948,2021,P,Female,Open Women,FPO,United States,TX,20,90,3291,18367,2021-08-04
Brandon,Bedingfield,23660,917,2004,A,Male,Advanced,MA1,United States,TN,10,28,3290,,2018-05-15
Brad,Bullerdieck,37836,957,2010,A,Male,Advanced,MA1,United States,MO,10,7,3290,,2018-05-15
Dan,Swenson,33446,959,2011,A,Male,Advanced,MA1,United States,GA,6,3,3290,,2018-05-15
Ben,Nispel,63174,954,2016,P,Male,Advanced,MA1,United States,KS,3,8,3290,,2018-05-15
Ryan,George,66446,904,2018,A,Male,Intermediate,MA2,United States,CA,5,27,3288,,2018-10-05
Zane,Stafford,61287,983,2019,P,Male,Open,MPO,United States,KY,40,43,3287,2105.5,2021-01-26
Alex,Hurd,35797,938,2019,P,Male,Advanced,MA1,United States,WA,12,8,3287,,2019-10-07
Aaron,Barlow,71667,917,2018,P,Male,Advanced,MA1,United States,NC,14,51,3287,,2018-12-07
Tommy,McLean,61458,929,2017,A,Male,Advanced,MA1,United States,FL,10,26,3287,,2018-05-15
Alan,Schack,3407,1013,2005,P,Male,Open,MPO,United States,MI,23,3,3287,6799,2018-02-14
Jesse,Adams,82653,991,2019,P,Male,Open,MPO,United States,MN,18,43,3287,3641,2021-01-26
Tommy,Selle,78699,933,2016,P,Male,Intermediate,MA2,United States,KS,8,13,3286,,2018-05-15
Michael Bone,Beaupre,28532,905,2021,A,Male,Advanced,MA1,United States,SC,8,45,3285,,2021-08-01
Joseph,Stettinger,26514,1004,2013,A,Male,Advanced,MA1,United States,OK,2,3,3285,,2018-05-15
Nathaniel,Romans,41285,925,2014,P,Male,Advanced,MA1,United States,KY,25,89,3285,,2018-05-15
Mike,Moser,5557,1028,2006,P,Male,Open,MPO,United States,DE,18,22,3285,10677.5,2017-01-11
Ian,Liddell,27977,989,2011,P,Male,Open,MPO,United States,VA,16,11,3285,1410,2018-05-15
Alec,Anderson,46872,950,2015,P,Male,Advanced,MA1,United States,IA,13,11,3285,,2018-05-15
Jared,Askew,50003,954,2017,P,Male,Advanced,MA1,United States,NC,20,22,3285,,2018-04-03
Benjamin,Wiggins,38040,988,2015,P,Male,Open,MPO,United States,KS,15,17,3285,2754.5,2018-02-27
Jonathan,Baldwin,18114,1004,2014,P,Male,Masters,MPM,United States,CA,17,64,3282,7840,2019-12-12
Cash,Minx,70643,935,2019,A,Male,Advanced,MA1,United States,NE,23,50,3282,,2019-09-23
Tim,Keith,17661,1004,2009,P,Male,Open,MPO,United States,AL,14,30,3282,4632,2018-05-15
Jonas,Card,12142,976,2008,P,Male,Open,MPO,United States,NC,17,21,3282,1235,2018-05-15
Scott,Leader,37992,939,2015,P,Male,Open,MPO,United States,CO,31,10,3282,262.5,2018-05-15
George,Sturm,23933,931,2006,A,Male,Advanced,MA1,United States,MI,8,14,3282,,2018-05-15
Derek,Dennis,42754,942,2012,A,Male,Advanced,MA1,United States,NC,4,10,3282,,2018-05-15
Tony,Losh,19258,943,2003,P,Male,Advanced,MA1,United States,TN,7,18,3282,,2018-05-15
Brandon,Dickey,116935,943,2020,P,Male,Advanced,MA1,United States,MN,13,46,3280,,2020-11-01
Robert,Nichols,34319,992,2015,P,Male,Open,MPO,United States,CO,19,19,3280,4003,2019-12-12
Matt,Forbis,19694,950,2007,A,Male,Advanced,MA1,United States,KY,3,19,3280,,2018-05-15
Travis,Wilson,10130,948,2007,A,Male,Advanced,MA1,United States,IA,5,12,3280,,2018-05-15
Joshua,Parrott,30822,969,2008,P,Male,Advanced,MA1,United States,TN,3,4,3280,,2018-05-15
Carter,Smith,45145,970,2017,P,Male,Open,MPO,United States,IA,18,59,3280,1408.5,2018-05-15
Steven,Eyberg,36252,972,2011,P,Male,Advanced,MA1,United States,UT,5,17,3280,,2018-05-15
Jack,Lawson,23978,938,2013,A,Male,Advanced,MA1,United States,OK,6,8,3280,,2018-05-15
Lester Buddy Lee,Sloan,35165,983,2013,P,Male,Open,MPO,United States,IL,26,14,3280,1649.66,2018-05-15
Nathan,Crosby,131181,948,2021,A,Male,Advanced,MA1,United States,TX,4,11,3277,,2021-05-03
Jesse,Peterson,70585,969,2018,P,Male,Advanced,MA1,United States,WI,8,29,3277,,2018-10-05
Jon,Ward,90962,943,2018,P,Male,Advanced,MA1,United States,KS,6,8,3277,,2018-10-05
Dylan,Lhotak,41076,964,2015,P,Male,Advanced,MA1,United States,IL,13,13,3277,,2018-05-15
Ryan,Lanahan,128720,868,2021,A,Male,Recreational,MA3,United States,TX,52,87,3277,,2021-08-08
Andrew,Machinski,39950,951,2013,P,Male,Advanced,MA1,United States,OK,3,4,3277,,2018-05-15
Joshua,Matheison,86983,965,2021,P,Male,Open,MPO,United States,CO,22,43,3275,1479,2021-08-03
Craig,Morgan,52915,955,2019,P,Male,Advanced,MA1,United States,KS,3,14,3275,,2019-06-06
Greg,Mitchell,25929,959,2005,P,Male,Advanced,MA1,United States,MI,7,18,3275,,2018-05-15
David,Inman,45993,968,2013,P,Male,Advanced,MA1,United States,IL,19,18,3275,,2018-05-15
Antony,Gonzalez,67401,940,2015,P,Male,Advanced,MA1,United States,NC,17,10,3275,,2018-05-15
Shane Sleepy,Rose,20611,975,2006,P,Male,Open,MPO,United States,WI,31,2,3275,1916.75,2017-01-11
Matthew,Rinker,26693,949,2008,A,Male,Advanced,MA1,United States,MI,6,4,3275,,2018-05-15
Ron,Sanders,56896,911,2014,A,Male,Intermediate,MA2,United States,TX,5,11,3274,,2018-05-15
Jared,Person,29708,997,2016,P,Male,Open,MPO,United States,ID,16,9,3272,2847,2019-12-12
Max,Crotts,25901,929,2006,P,Male,Advanced,MA1,United States,NC,15,18,3272,,2018-05-15
Andrew,Jose,23769,929,2006,A,Male,Advanced,MA1,United States,CO,9,6,3272,,2018-05-15
Colin,Hurley,27776,950,2008,P,Male,Advanced,MA1,United States,CO,7,17,3272,,2018-05-15
Daymon,Pugh,12248,984,2016,P,Male,Open,MPO,United States,MI,25,63,3272,2717,2018-02-27
Jason,Back,39388,971,2011,P,Male,Advanced,MA1,United States,WA,6,8,3272,,2018-05-15
William,Themm,18967,998,2013,P,Male,Open,MPO,United States,MI,18,14,3272,2390,2018-02-27
Josh,Taylor,42731,988,2010,P,Male,Advanced,MA1,United States,CA,11,11,3272,0,2018-02-14
Lisa,Fajkus,32654,945,2019,P,Female,Open Women,FPO,United States,TX,31,90,3270,11609.5,2021-01-26
Jordan,Davidson,44454,996,2020,P,Male,Open,MPO,United States,TN,20,55,3270,2661,2020-12-12
David,Inman,45993,968,2018,P,Male,Open,MPO,United States,IL,39,18,3270,2941,2019-12-12
Martin,Guzman,103088,958,2019,P,Male,Advanced,MA1,United States,TX,12,22,3270,,2019-11-27
Zack,Hein,67241,969,2019,A,Male,Advanced,MA1,United States,CA,8,8,3270,,2019-09-19
Chris,Robinson,75799,936,2018,A,Male,Advanced,MA1,United States,SC,19,47,3270,,2018-12-17
Daniel,Whitlock,50075,911,2015,A,Male,Advanced,MA1,United States,MI,3,10,3270,,2018-05-15
Dean,Stevens,45021,925,2016,A,Male,Advanced,MA1,United States,MI,7,9,3270,,2018-05-15
John,Child,17540,1017,2011,P,Male,Open,MPO,United States,CA,8,7,3270,1784,2018-05-15
Ben,Calhoun,16000,962,2005,P,Male,Advanced,MA1,United States,MI,13,4,3270,,2018-05-15
Blake,Baumgardner,22362,957,2009,A,Male,Advanced,MA1,United States,TX,3,6,3270,,2018-05-15
Kevin,Kaiser,16159,947,2009,A,Male,Advanced,MA1,United States,KS,3,8,3270,,2018-05-15
Rees,Evans,47696,915,2012,A,Male,Advanced,MA1,United States,TX,2,8,3270,,2018-05-15
Roman,Korol,37504,975,2013,A,Male,Advanced,MA1,United States,IL,14,8,3270,,2018-05-15
Nicholas,Rapp,22865,950,2014,P,Male,Advanced,MA1,United States,IL,4,6,3270,,2018-05-15
Jeff,Smart,29110,890,2006,A,Male,Intermediate,MA2,United States,WI,16,7,3268,,2018-05-15
Dale,Dennett,74959,986,2019,P,Male,Open,MPO,United States,CA,18,23,3267,2604.5,2021-01-26
Jesse,Weaver,55996,964,2020,A,Male,Advanced,MA1,United States,TX,19,44,3267,,2020-12-10
Pete,Ulibarri,41750,998,2018,P,Male,Open,MPO,United States,AZ,10,57,3267,1962.5,2019-12-12
Travis,Brogan,84688,914,2018,P,Male,Advanced,MA1,United States,PA,14,10,3267,,2018-12-17
Samuel,Funderburgh,91004,939,2018,P,Male,Advanced,MA1,United States,MO,5,7,3267,,2018-10-05
Dixon,Jowers,17583,1010,2009,P,Male,Open,MPO,United States,KS,17,25,3267,3065,2018-05-15
Justin,Ballard,44569,924,2015,A,Male,Advanced,MA1,United States,MI,6,11,3267,,2018-05-15
Jeff,Jordan,19621,905,2007,A,Male,Intermediate,MA2,United States,TN,4,45,3266,,2018-05-15
Andrew,Herrera,51448,960,2013,P,Male,Advanced,MA1,United States,CO,8,8,3265,,2018-05-15
Joseph,Stettinger,26514,966,2006,A,Male,Advanced,MA1,United States,OK,18,3,3263,0,2017-01-11
Bo,McLaughlin,87143,984,2020,P,Male,Open,MPO,United States,AL,23,56,3262,2046,2020-12-06
A.J.,Risley,25890,987,2020,P,Male,Open,MPO,United States,CA,9,38,3262,190,2020-07-06
Michael,Knepp,60134,943,2019,A,Male,Advanced,MA1,United States,OH,6,31,3262,,2019-12-09
Jacob,Barber,45544,957,2018,A,Male,Advanced,MA1,United States,NE,4,7,3262,,2018-10-05
James,Porter,38535,928,2011,A,Male,Advanced,MA1,United States,OK,4,5,3262,,2018-05-15
Tyler,Christensen,17624,995,2010,P,Male,Open,MPO,United States,OR,12,8,3262,1409.25,2018-05-15
Scott,Ransley,37772,963,2012,A,Male,Advanced,MA1,United States,MI,19,9,3262,,2018-05-15
Lyle,Downing,42481,943,2015,P,Male,Advanced,MA1,United States,MI,11,8,3262,,2018-05-15
Jonathan,Finder,36225,929,2019,A,Male,Intermediate,MA2,United States,OK,8,89,3260,,2019-12-07
Jason,Downey,19098,934,2019,A,Male,Advanced,MA1,United States,IA,5,9,3260,,2019-08-07
Dixon,Jowers,17583,1006,2008,P,Male,Open,MPO,United States,KS,16,25,3260,2380,2018-05-15
Christopher,Kerns,56700,892,2015,A,Male,Advanced,MA1,United States,MI,3,36,3260,,2018-05-15
Brian,Braaksma,35878,957,2015,P,Male,Open,MPO,United States,WI,16,27,3260,821.29,2018-05-15
Joe,French,45287,950,2017,A,Male,Advanced,MA1,United States,IA,8,12,3260,,2018-05-15
Logan,Miller,30027,933,2012,A,Male,Advanced,MA1,United States,OR,8,3,3260,,2018-05-15
Daniel,Fifer,72803,946,2016,P,Male,Advanced,MA1,United States,MI,14,9,3260,,2018-05-15
Derek,Billings,28965,1013,2008,P,Male,Open,MPO,United States,CA,15,17,3260,5762,2018-02-27
JohnE,McCray,9852,1029,2006,P,Male,Open,MPO,United States,FL,22,63,3258,9601.5,2017-01-11
Cameron,Todd,12827,1022,2001,P,Male,Open,MPO,United States,SC,37,5,3258,24748.08,2018-07-19
Loren,Lewis,68695,977,2020,P,Male,Open,MPO,United States,OK,16,68,3257,2177,2021-02-22
Terry,Rothlisberger,57493,951,2013,P,Male,Advanced,MA1,United States,MN,16,84,3257,,2018-05-15
Adam,Karstens,40241,924,2015,A,Male,Advanced,MA1,United States,IA,9,10,3257,,2018-05-15
Paul,Browne,48705,957,2016,A,Male,Advanced,MA1,United States,PA,11,26,3257,,2018-05-15
Michael,Knowles,50902,991,2015,P,Male,Open,MPO,United States,WA,17,2,3257,2645.5,2019-12-12
Holly,Williams,23789,928,2006,P,Male,Advanced,MA1,United States,OH,13,8,3257,,2018-05-15
Matt,Lunde,46767,957,2013,P,Male,Advanced,MA1,United States,WI,13,9,3257,,2018-05-15
Samuel,Henderson,56544,989,2021,P,Male,Open,MPO,United States,MA,16,29,3257,3033,2021-08-09
