first_name,last_name,pdga_number,rating,year,class,gender,division_name,division_code,country,state_prov,tournaments,rating_rounds_used,points,prize,last_modified
Kevin,Jones,41760,1032,2018,P,Male,Open,MPO,United States,AR,41,75,29007,36660.67,2019-12-12
Richard,Wysocki,38008,1045,2018,P,Male,Open,MPO,United States,SC,26,77,28025,46414.79,2019-12-12
Kevin,Jones,41760,1037,2019,P,Male,Open,MPO,United States,AR,29,75,27645,30472,2021-01-26
Garrett,Gurthie,13864,1030,2019,P,Male,Open,MPO,United States,FL,35,84,27560,33073,2021-01-26
Paul,McBeth,27523,1051,2018,P,Male,Open,MPO,United States,CA,25,71,27407,57880,2019-12-12
Austin,Hannum,68835,1027,2019,P,Male,Open,MPO,United States,OK,32,90,27180,20961.5,2021-01-26
Garrett,Gurthie,13864,1023,2018,P,Male,Open,MPO,United States,FL,33,84,27030,23610.17,2019-12-12
Paul,Ulibarri,27171,1030,2018,P,Male,Open,MPO,United States,AZ,38,107,26452,31396.43,2019-12-12
Richard,Wysocki,38008,1050,2017,P,Male,Open,MPO,United States,SC,29,77,26355,79348.23,2019-12-12
Calvin,Heimburg,45971,1041,2019,P,Male,Open,MPO,United States,FL,30,65,26212,34948,2021-01-26
Richard,Wysocki,38008,1049,2016,P,Male,Open,MPO,United States,SC,25,77,26030,59223.89,2019-12-12
Drew,Gibson,48346,1024,2018,P,Male,Open,MPO,United States,CA,31,60,25855,21406,2019-12-12
Paul,McBeth,27523,1060,2019,P,Male,Open,MPO,United States,CA,23,71,25675,57273.25,2021-01-26
James,Conrad,17295,1037,2019,P,Male,Open,MPO,United States,VA,27,69,25540,37340,2021-01-26
Joel,Freeman,69509,1029,2019,P,Male,Open,MPO,United States,CO,32,53,25522,24049,2021-01-26
Simon,Lizotte,8332,1040,2019,P,Male,Open,MPO,United States,MA,26,41,25477,26132,2021-01-26
James,Conrad,17295,1034,2018,P,Male,Open,MPO,United States,VA,26,69,24990,30173.5,2019-12-12
Austin,Hannum,68835,1016,2018,P,Male,Open,MPO,United States,OK,39,90,24930,16979,2019-12-12
Chris,Clemons,50401,1026,2019,P,Male,Open,MPO,United States,MO,27,80,24790,19523.5,2021-01-26
Andrew,Presnell,63765,1025,2019,P,Male,Open,MPO,United States,MO,38,111,24630,20222,2021-01-26
Philo,Brathwaite,26416,1020,2018,P,Male,Open,MPO,United States,CA,28,61,24310,17577.52,2019-12-12
Alex,Russell,66362,1028,2019,P,Male,Open,MPO,United States,WA,30,71,24215,20454.5,2021-01-26
Nathan,Queen,68286,1022,2019,P,Male,Open,MPO,United States,NC,40,105,24077,18650,2021-01-26
Nikko,Locastro,11534,1040,2010,P,Male,Open,MPO,United States,MO,39,84,23842,46756.66,2018-05-15
Eric,Oakley,53565,1017,2019,P,Male,Open,MPO,United States,FL,25,64,23750,14509,2021-01-26
Jeremy,Koling,33705,1026,2017,P,Male,Open,MPO,United States,NC,33,79,23715,24605.16,2019-12-12
Jeremy,Koling,33705,1021,2018,P,Male,Open,MPO,United States,NC,27,79,23715,16947.94,2019-12-12
Paul,McBeth,27523,1052,2017,P,Male,Open,MPO,United States,CA,25,71,23657,69411.25,2019-12-12
Richard,Wysocki,38008,1049,2019,P,Male,Open,MPO,United States,SC,22,77,23612,40581,2021-01-26
Paul,Ulibarri,27171,1022,2017,P,Male,Open,MPO,United States,AZ,40,107,23445,27390,2019-12-12
Eagle Wynne,McMahon,37817,1049,2019,P,Male,Open,MPO,United States,CO,27,48,23397,40431,2021-01-26
Gregg,Barsby,15857,1028,2018,P,Male,Open,MPO,United States,CA,30,64,23105,29730,2019-12-12
Eagle Wynne,McMahon,37817,1046,2018,P,Male,Open,MPO,United States,CO,23,48,23020,47119.3,2019-12-12
Nate,Perkins,65737,1021,2019,P,Male,Open,MPO,United States,TX,25,75,22955,12338,2021-01-26
Paul,Ulibarri,27171,1021,2015,P,Male,Open,MPO,United States,AZ,42,107,22867,24284,2019-12-12
A.J.,Risley,25890,1016,2018,P,Male,Open,MPO,United States,CA,34,38,22820,14084.5,2019-12-12
Nikko,Locastro,11534,1029,2016,P,Male,Open,MPO,United States,MO,37,84,22527,29964.66,2019-12-12
Paul,Ulibarri,27171,1020,2016,P,Male,Open,MPO,United States,AZ,42,107,22265,28248.23,2019-12-12
Alex,Russell,66362,1014,2018,P,Male,Open,MPO,United States,WA,30,71,22247,12013.67,2019-12-12
Andrew,Marwede,75590,1021,2019,P,Male,Open,MPO,United States,MI,34,83,22210,18446,2021-01-26
Grady,Shue,68285,1014,2018,P,Male,Open,MPO,United States,NC,31,33,22190,16011.67,2019-12-12
Paul,McBeth,27523,1053,2015,P,Male,Open,MPO,United States,CA,26,71,22100,72044.7,2019-12-12
Adam,Hammes,57365,1027,2019,P,Male,Open,MPO,United States,WI,22,73,22015,16817.5,2021-01-26
Austin,Turner,54049,1016,2017,P,Male,Open,MPO,United States,NC,38,17,21960,21586.25,2019-12-12
Philo,Brathwaite,26416,1022,2019,P,Male,Open,MPO,United States,CA,28,61,21900,14237.54,2021-01-26
Reid,Frescura,48338,1013,2019,P,Male,Open,MPO,United States,MI,33,70,21897,14778,2021-01-26
Emerson,Keith,47472,1024,2019,P,Male,Open,MPO,United States,TX,52,99,21860,28692.5,2021-01-26
Luke,Humphries,69424,1011,2019,P,Male,Open,MPO,United States,KS,34,81,21785,13203.33,2021-01-26
Matt,Bell,48950,1021,2019,P,Male,Open,MPO,United States,CA,35,82,21745,20053.5,2021-01-26
Paul,McBeth,27523,1051,2016,P,Male,Open,MPO,United States,CA,20,71,21662,44051.52,2019-12-12
Nathan,Sexton,18824,1034,2018,P,Male,Open,MPO,United States,WA,18,33,21640,26569.92,2019-12-12
Philo,Brathwaite,26416,1024,2017,P,Male,Open,MPO,United States,CA,32,61,21585,20879.04,2019-12-12
DeVan,Owens,25168,1019,2018,P,Male,Open,MPO,United States,AZ,22,26,21517,12388.06,2019-12-12
Paul,Ulibarri,27171,1033,2011,P,Male,Open,MPO,United States,AZ,48,107,21477,28992.24,2018-05-15
Philo,Brathwaite,26416,1018,2016,P,Male,Open,MPO,United States,CA,31,61,21330,19525.41,2019-12-12
Zach,Melton,38631,1025,2018,P,Male,Open,MPO,United States,TN,40,77,21222,19748.08,2019-12-12
David,Feldberg,12626,1042,2010,P,Male,Open,MPO,United States,GA,32,28,21175,35348,2018-05-15
Garrett,Gurthie,13864,1028,2021,P,Male,Open,MPO,United States,FL,21,84,21145,16173,2021-08-04
David,Feldberg,12626,1030,2015,P,Male,Open,MPO,United States,GA,30,28,21092,25876.39,2019-12-12
Avery,Jenkins,7495,1028,2008,P,Male,Open,MPO,United States,OK,34,8,21015,33609.5,2018-05-15
Nikko,Locastro,11534,1036,2015,P,Male,Open,MPO,United States,MO,33,84,20895,27519,2019-12-12
Joel,Freeman,69509,1020,2018,P,Male,Open,MPO,United States,CO,30,53,20895,18757,2019-12-12
Eric,Oakley,53565,1014,2018,P,Male,Open,MPO,United States,FL,28,64,20880,11583.5,2019-12-12
Simon,Lizotte,8332,1037,2017,P,Male,Open,MPO,United States,MA,22,41,20827,28761.97,2019-10-31
Richard,Wysocki,38008,1043,2015,P,Male,Open,MPO,United States,SC,24,77,20822,34565,2019-12-12
Brian,Earhart,45879,1011,2019,P,Male,Open,MPO,United States,IL,27,65,20765,9362.93,2021-01-26
Zackeriath,Johnson,50312,1012,2019,P,Male,Open,MPO,United States,MO,40,79,20757,15642,2021-01-26
Eagle Wynne,McMahon,37817,1031,2017,P,Male,Open,MPO,United States,CO,26,48,20740,20736,2019-12-12
Jeremy,Koling,33705,1024,2016,P,Male,Open,MPO,United States,NC,28,79,20585,28182.06,2019-12-12
Gregg,Barsby,15857,1018,2017,P,Male,Open,MPO,United States,CA,37,64,20502,21753.99,2019-12-12
Simon,Lizotte,8332,1034,2018,P,Male,Open,MPO,United States,MA,20,41,20495,22339.79,2019-11-01
Nikko,Locastro,11534,1028,2018,P,Male,Open,MPO,United States,MO,27,84,20332,20737,2019-12-12
Emerson,Keith,47472,1024,2020,P,Male,Open,MPO,United States,TX,34,99,20325,21724.67,2021-02-22
Nate,Perkins,65737,1016,2018,P,Male,Open,MPO,United States,TX,25,75,20282,12702.44,2019-12-12
Paul,Ulibarri,27171,1026,2014,P,Male,Open,MPO,United States,AZ,43,107,20232,28358.26,2019-12-12
Paul,Ulibarri,27171,1028,2010,P,Male,Open,MPO,United States,AZ,39,107,20177,25958.5,2018-05-15
Richard,Wysocki,38008,1042,2014,P,Male,Open,MPO,United States,SC,36,77,20165,42906.81,2019-12-12
Will,Schusterick,29064,1027,2015,P,Male,Open,MPO,United States,GA,30,10,20115,32633,2019-12-12
Colten,Montgomery,35876,1011,2019,P,Male,Open,MPO,United States,CO,29,78,20045,9596.8,2021-01-26
Drew,Gibson,48346,1014,2015,P,Male,Open,MPO,United States,CA,34,60,19945,14473.83,2019-12-12
Avery,Jenkins,7495,1029,2009,P,Male,Open,MPO,United States,OK,38,8,19915,31267,2018-05-15
Jordan,Castro,49431,1019,2019,P,Male,Open,MPO,United States,MN,26,59,19895,9489,2021-01-26
Colten,Montgomery,35876,1007,2018,P,Male,Open,MPO,United States,CO,28,78,19772,10468.5,2019-12-12
Austin,Hannum,68835,1023,2020,P,Male,Open,MPO,United States,OK,24,90,19760,19854,2021-02-22
Nikko,Locastro,11534,1031,2020,P,Male,Open,MPO,United States,MO,26,84,19687,23066,2021-02-22
James,Conrad,17295,1036,2021,P,Male,Open,MPO,United States,VA,19,69,19670,34753,2021-08-04
Andrew,Presnell,63765,1017,2018,P,Male,Open,MPO,United States,MO,37,111,19572,16327,2019-12-12
James,Conrad,17295,1029,2017,P,Male,Open,MPO,United States,VA,32,69,19562,24100,2019-12-12
A.J.,Risley,25890,1008,2017,P,Male,Open,MPO,United States,CA,37,38,19507,12013.5,2019-12-12
David,Feldberg,12626,1039,2008,P,Male,Open,MPO,United States,GA,31,28,19502,38929,2018-05-15
Noah,Meintsma,56555,1016,2019,P,Male,Open,MPO,United States,MN,24,84,19440,9658,2021-01-26
Chris,Dickerson,62467,1041,2019,P,Male,Open,MPO,United States,TN,44,94,19430,34745.5,2021-01-26
Chris,Dickerson,62467,1038,2018,P,Male,Open,MPO,United States,TN,48,94,19425,37968.5,2019-12-12
Raven,Newsom,88212,1017,2021,P,Male,Open,MPO,United States,NC,24,107,19377,12166,2021-08-04
Nathan,Sexton,18824,1034,2016,P,Male,Open,MPO,United States,WA,19,33,19375,21044.45,2019-12-12
Kevin,Jones,41760,1038,2021,P,Male,Open,MPO,United States,AR,19,75,19270,24620,2021-08-04
David,Feldberg,12626,1039,2012,P,Male,Open,MPO,United States,GA,43,28,19252,35057.63,2018-05-15
Ezra,Aderhold,121715,1023,2021,P,Male,Open,MPO,United States,SD,20,91,19202,14790,2021-08-04
Kyle,Klein,85132,1035,2021,P,Male,Open,MPO,United States,MI,21,82,19185,26097,2021-08-04
Paul,McBeth,27523,1052,2021,P,Male,Open,MPO,United States,CA,16,71,19177,47713,2021-08-04
Nikko,Locastro,11534,1044,2011,P,Male,Open,MPO,United States,MO,36,84,19172,31860.2,2018-05-15
Nathan,Queen,68286,1026,2021,P,Male,Open,MPO,United States,NC,23,105,19155,12842,2021-08-04
Nikko,Locastro,11534,1032,2009,P,Male,Open,MPO,United States,MO,45,84,18975,42926,2018-05-15
David,Feldberg,12626,1041,2011,P,Male,Open,MPO,United States,GA,35,28,18970,23629.36,2018-05-15
A.J.,Risley,25890,1014,2019,P,Male,Open,MPO,United States,CA,25,38,18955,9757,2021-01-26
Chris,Clemons,50401,1016,2018,P,Male,Open,MPO,United States,MO,25,80,18932,9365.93,2019-12-12
Cameron,Todd,12827,1019,2016,P,Male,Open,MPO,United States,SC,22,5,18865,17166,2019-12-12
Zach,Melton,38631,1014,2017,P,Male,Open,MPO,United States,TN,34,77,18845,14312.76,2019-12-12
Noah,Meintsma,56555,1019,2018,P,Male,Open,MPO,United States,MN,25,84,18777,11708.5,2019-12-12
Calvin,Heimburg,45971,1049,2021,P,Male,Open,MPO,United States,FL,16,65,18735,28275,2021-08-04
Bobby,Musick,15911,1015,2015,P,Male,Open,MPO,United States,CA,29,9,18735,9613.37,2019-12-12
Eric,McCabe,11674,1029,2008,P,Male,Open,MPO,United States,KS,39,4,18707,30018.5,2018-05-15
Jeremy,Koling,33705,1022,2015,P,Male,Open,MPO,United States,NC,29,79,18645,21507.25,2019-12-12
Adam,Hammes,57365,1040,2021,P,Male,Open,MPO,United States,WI,17,73,18595,25728,2021-08-04
Nathan,Sexton,18824,1027,2015,P,Male,Open,MPO,United States,WA,23,33,18582,17172.5,2019-12-12
Will,Schusterick,29064,1014,2016,P,Male,Open,MPO,United States,GA,31,10,18490,16441,2019-12-12
Gavin,Rathbun,60436,1024,2021,P,Male,Open,MPO,United States,IL,21,93,18440,14630,2021-08-04
Richard,Wysocki,38008,1053,2021,P,Male,Open,MPO,United States,SC,15,77,18435,41970,2021-08-04
Nathan,Doss,11794,1028,2016,P,Male,Open,MPO,United States,OR,19,39,18377,18515.55,2019-12-12
Steven,Rico,4666,1024,2015,P,Male,Open,MPO,United States,CA,23,45,18360,15322.4,2019-12-12
Kevin,Jones,41760,1034,2020,P,Male,Open,MPO,United States,AR,23,75,18282,42224,2021-02-22
Zach,Melton,38631,1012,2016,P,Male,Open,MPO,United States,TN,31,77,18250,13607.19,2019-12-12
Will,Schusterick,29064,1032,2011,P,Male,Open,MPO,United States,GA,42,10,18197,25259.43,2018-05-15
Paul,McBeth,27523,1046,2013,P,Male,Open,MPO,United States,CA,33,71,18162,42303.9,2018-05-15
Gregg,Barsby,15857,1025,2019,P,Male,Open,MPO,United States,CA,25,64,18147,16714,2021-01-26
Drew,Gibson,48346,1015,2016,P,Male,Open,MPO,United States,CA,23,60,18147,14187.67,2019-12-12
Tim,Barham,53332,1025,2019,P,Male,Open,MPO,United States,MI,29,85,18017,15111,2021-01-26
David,Feldberg,12626,1037,2009,P,Male,Open,MPO,United States,GA,33,28,17977,29246,2018-05-15
Drew,Gibson,48346,1015,2017,P,Male,Open,MPO,United States,CA,27,60,17977,12551,2018-05-15
Luke,Samson,59419,1003,2021,P,Male,Open,MPO,United States,IL,27,130,17957,7645,2021-08-04
Paul,Ulibarri,27171,1019,2009,P,Male,Open,MPO,United States,AZ,42,107,17900,18613,2018-05-15
Ezra,Aderhold,121715,1016,2020,P,Male,Open,MPO,United States,SD,26,91,17882,13556,2021-02-22
Paul,Ulibarri,27171,1029,2012,P,Male,Open,MPO,United States,AZ,43,107,17837,22269.74,2018-05-15
Zackeriath,Johnson,50312,1007,2018,P,Male,Open,MPO,United States,MO,37,79,17827,10501,2019-12-12
Joel,Freeman,69509,1030,2021,P,Male,Open,MPO,United States,CO,19,53,17772,13816,2021-08-04
Paul,McBeth,27523,1035,2011,P,Male,Open,MPO,United States,CA,34,71,17710,22954.25,2018-05-15
Nikko,Locastro,11534,1023,2019,P,Male,Open,MPO,United States,MO,21,84,17702,18987.33,2021-01-26
Anthony,Barela,44382,1022,2019,P,Male,Open,MPO,United States,AZ,22,66,17682,12314.83,2021-01-26
Paul,Ulibarri,27171,1030,2021,P,Male,Open,MPO,United States,AZ,21,107,17590,15879,2021-08-04
Eagle Wynne,McMahon,37817,1025,2016,P,Male,Open,MPO,United States,CO,30,48,17560,21823.15,2019-12-12
Will,Schusterick,29064,1044,2012,P,Male,Open,MPO,United States,GA,38,10,17527,39590.37,2018-05-15
Nathan,Doss,11794,1032,2015,P,Male,Open,MPO,United States,OR,19,39,17487,22784.1,2019-12-12
Zach,Melton,38631,1015,2019,P,Male,Open,MPO,United States,TN,39,77,17482,12545,2021-01-26
Jeremy,Koling,33705,1022,2019,P,Male,Open,MPO,United States,NC,25,79,17482,19625.5,2021-01-26
Emerson,Keith,47472,1013,2018,P,Male,Open,MPO,United States,TX,58,99,17467,21609,2019-12-12
Nikko,Locastro,11534,1020,2017,P,Male,Open,MPO,United States,MO,31,84,17377,14751.65,2019-12-12
Will,Schusterick,29064,1027,2014,P,Male,Open,MPO,United States,GA,34,10,17350,28316.62,2019-12-12
Nikko,Locastro,11534,1041,2013,P,Male,Open,MPO,United States,MO,30,84,17340,26094.59,2018-05-15
Paul,McBeth,27523,1040,2012,P,Male,Open,MPO,United States,CA,37,71,17325,37013.76,2018-05-15
David,Feldberg,12626,1041,2013,P,Male,Open,MPO,United States,GA,28,28,17320,28302.63,2018-05-15
Nathan,Doss,11794,1036,2010,P,Male,Open,MPO,United States,OR,24,39,17267,19512,2018-05-15
Connor,O&#039;Reilly,99648,1014,2021,P,Male,Open,MPO,United States,TX,24,88,17247,7761,2021-08-04
Eric,McCabe,11674,1025,2010,P,Male,Open,MPO,United States,KS,36,4,17107,22126.94,2018-05-15
Alex,Russell,66362,1019,2021,P,Male,Open,MPO,United States,WA,20,71,17092,8401,2021-08-04
Paul,McBeth,27523,1046,2014,P,Male,Open,MPO,United States,CA,25,71,17082,40906.96,2019-12-12
Will,Schusterick,29064,1043,2013,P,Male,Open,MPO,United States,GA,35,10,16902,34850.6,2018-05-15
Chris,Clemons,50401,1025,2021,P,Male,Open,MPO,United States,MO,16,80,16900,9890,2021-08-04
Richard,Wysocki,38008,1047,2013,P,Male,Open,MPO,United States,SC,35,77,16890,33256.04,2018-05-15
Nikko,Locastro,11534,1031,2021,P,Male,Open,MPO,United States,MO,16,84,16887,16149,2021-08-04
Garrett,Gurthie,13864,1035,2020,P,Male,Open,MPO,United States,FL,17,84,16805,19617,2021-02-22
Casey,White,81739,1016,2021,P,Male,Open,MPO,United States,MA,19,88,16747,11510,2021-08-04
Chandler,Fry,25541,1024,2021,P,Male,Open,MPO,United States,WA,20,61,16732,12116,2021-08-04
Zackeriath,Johnson,50312,999,2017,P,Male,Open,MPO,United States,MO,56,79,16730,15326.5,2019-12-12
Cameron,Messerschmidt,58814,1016,2020,P,Male,Open,MPO,United States,WA,36,121,16680,13305,2021-02-22
Nathan,Sexton,18824,1035,2017,P,Male,Open,MPO,United States,WA,18,33,16672,31255,2019-12-12
Avery,Jenkins,7495,1023,2010,P,Male,Open,MPO,United States,OK,27,8,16577,12551.34,2018-05-15
Simon,Lizotte,8332,1026,2015,P,Male,Open,MPO,United States,MA,26,41,16557,24090,2019-10-31
Cale,Leiviska,24341,1027,2010,P,Male,Open,MPO,United States,MN,25,69,16455,15618.55,2018-05-15
Matt,Dollar,26045,1011,2019,P,Male,Open,MPO,United States,GA,41,72,16405,11899.92,2021-01-26
Jeremy,Koling,33705,1027,2013,P,Male,Open,MPO,United States,NC,37,79,16387,16166.23,2018-05-15
Barry,Schultz,6840,1031,2008,P,Male,Open,MPO,United States,NC,29,66,16380,22785.5,2018-05-15
Eric,McCabe,11674,1027,2011,P,Male,Open,MPO,United States,KS,37,4,16377,18262.72,2018-05-15
Chris,Dickerson,62467,1047,2020,P,Male,Open,MPO,United States,TN,31,94,16360,46430,2021-02-22
Jeremy,Koling,33705,1032,2014,P,Male,Open,MPO,United States,NC,34,79,16297,20494.1,2019-12-12
Emerson,Keith,47472,1026,2021,P,Male,Open,MPO,United States,TX,21,99,16275,15566,2021-08-04
Brodie,Smith,128378,1011,2021,P,Male,Open,MPO,United States,TX,16,89,16272,7682,2021-07-27
Matthew,Orum,18330,1035,2019,P,Male,Open,MPO,United States,AL,24,62,16235,15099,2021-01-26
Andrew,Presnell,63765,1028,2021,P,Male,Open,MPO,United States,MO,25,111,16202,15029,2021-08-04
Lance,Brown,58644,998,2017,P,Male,Open,MPO,United States,NC,54,79,16157,10063.25,2019-12-12
Terry,Rothlisberger,57493,1016,2020,P,Male,Open,MPO,United States,MN,23,84,16140,9840.67,2021-02-22
Paul,Ulibarri,27171,1025,2020,P,Male,Open,MPO,United States,AZ,34,107,16135,19011,2021-02-22
Nathan,Doss,11794,1042,2011,P,Male,Open,MPO,United States,OR,25,39,16087,32768.5,2018-05-15
Eric,Oakley,53565,1004,2017,P,Male,Open,MPO,United States,FL,31,64,16032,8293.5,2019-12-12
Drew,Gibson,48346,1019,2019,P,Male,Open,MPO,United States,CA,18,60,15930,11628,2021-01-26
AJ,Carey,61770,1008,2021,P,Male,Open,MPO,United States,NC,21,97,15900,5901,2021-08-04
Richard,Wysocki,38008,1054,2020,P,Male,Open,MPO,United States,SC,16,77,15880,32086,2021-02-22
Calvin,Heimburg,45971,1051,2020,P,Male,Open,MPO,United States,FL,14,65,15865,34047,2021-02-22
Geoff,Bennett,24962,1015,2008,P,Male,Open,MPO,United States,MI,63,66,15852,18320.67,2018-05-15
DeVan,Owens,25168,1019,2016,P,Male,Open,MPO,United States,AZ,15,26,15837,10839.78,2019-12-12
Zackeriath,Johnson,50312,999,2016,P,Male,Open,MPO,United States,MO,43,79,15830,13900,2019-12-12
Nate,Perkins,65737,1011,2017,P,Male,Open,MPO,United States,TX,38,75,15827,12020.75,2019-12-12
Peter,McBride,34463,1006,2018,P,Male,Open,MPO,United States,CA,22,9,15807,7026.5,2019-12-12
Lewis,Bitney,51242,1016,2018,P,Male,Open,MPO,United States,CA,37,25,15777,12148.75,2019-12-12
Bartosz,Kowalewski,68737,1001,2018,P,Male,Open,MPO,United States,OH,29,93,15775,7508.5,2019-12-12
DeVan,Owens,25168,1015,2017,P,Male,Open,MPO,United States,AZ,18,26,15757,11841.5,2019-12-12
Philo,Brathwaite,26416,1030,2020,P,Male,Open,MPO,United States,CA,22,61,15730,14693.67,2021-02-22
Colten,Montgomery,35876,1019,2021,P,Male,Open,MPO,United States,CO,17,78,15727,9122,2021-08-04
Chris,Clemons,50401,1028,2020,P,Male,Open,MPO,United States,MO,18,80,15675,14057,2021-02-22
DeVan,Owens,25168,1013,2015,P,Male,Open,MPO,United States,AZ,23,26,15672,10319,2019-12-12
AJ,Carey,61770,998,2019,P,Male,Open,MPO,United States,NC,28,97,15660,4324.25,2019-10-23
Cale,Leiviska,24341,1024,2009,P,Male,Open,MPO,United States,MN,31,69,15637,18216,2018-05-15
Trevor,Harbolt,26860,1008,2019,P,Male,Open,MPO,United States,KY,38,83,15615,11709,2021-01-26
Richard,Wysocki,38008,1041,2012,P,Male,Open,MPO,United States,SC,42,77,15560,37457.5,2018-05-15
Avery,Jenkins,7495,1027,2011,P,Male,Open,MPO,United States,OK,27,8,15555,14999.5,2018-05-15
Grady,Shue,68285,1010,2019,P,Male,Open,MPO,United States,NC,19,33,15545,6748.5,2019-10-25
Sam,Lee,78519,1013,2019,P,Male,Open,MPO,United States,KY,46,61,15465,14570,2021-01-26
Noah,Meintsma,56555,1018,2020,P,Male,Open,MPO,United States,MN,23,84,15437,12947,2021-02-22
Cale,Leiviska,24341,1037,2012,P,Male,Open,MPO,United States,MN,28,69,15412,26456.97,2018-05-15
Joshua,Anthon,17946,1033,2018,P,Male,Open,MPO,United States,CA,14,10,15402,16923,2019-12-12
Matt,Bell,48950,1017,2018,P,Male,Open,MPO,United States,CA,34,82,15350,11599.5,2019-12-12
Chris,Dickerson,62467,1032,2017,P,Male,Open,MPO,United States,TN,43,94,15342,27709.33,2019-12-12
Austin,Turner,54049,1007,2018,P,Male,Open,MPO,United States,NC,25,17,15325,6879,2019-12-12
Michael,Johansen,20300,1029,2019,P,Male,Open,MPO,United States,NC,24,72,15310,11982.5,2021-01-26
Chris,Dickerson,62467,1046,2021,P,Male,Open,MPO,United States,TN,22,94,15200,22573,2021-08-04
Gavin,Rathbun,60436,1028,2020,P,Male,Open,MPO,United States,IL,26,93,15192,15334,2021-02-22
Brian,Earhart,45879,1007,2018,P,Male,Open,MPO,United States,IL,21,65,15167,7099.6,2019-12-12
Mason,Ford,72844,1029,2021,P,Male,Open,MPO,United States,TX,19,87,15160,13027,2021-08-04
DeVan,Owens,25168,1028,2013,P,Male,Open,MPO,United States,AZ,27,26,15147,16434.64,2018-05-15
Eric,McCabe,11674,1022,2009,P,Male,Open,MPO,United States,KS,36,4,15115,14401.5,2018-05-15
Jay Yeti,Reading,15864,1011,2008,P,Male,Open,MPO,United States,TX,34,74,15105,11673.5,2018-05-15
Tim,Barham,53332,1017,2021,P,Male,Open,MPO,United States,MI,18,85,15025,7625,2021-08-04
Eagle Wynne,McMahon,37817,1053,2021,P,Male,Open,MPO,United States,CO,12,48,15020,39115,2021-08-04
Philo,Brathwaite,26416,1019,2015,P,Male,Open,MPO,United States,CA,24,61,15020,9925,2019-12-12
Nathan,Doss,11794,1036,2008,P,Male,Open,MPO,United States,OR,17,39,14980,27545,2018-05-15
Drew,Gibson,48346,1034,2021,P,Male,Open,MPO,United States,CA,14,60,14975,13740,2021-08-04
Aaron,Gossage,35449,1018,2021,P,Male,Open,MPO,United States,CO,20,72,14942,7846,2021-08-04
Nathan,Doss,11794,1039,2017,P,Male,Open,MPO,United States,OR,13,39,14925,15832,2019-12-12
Kevin,Eldredge,32731,964,2015,P,Male,Advanced,MA1,United States,TX,28,27,14922,,2018-05-15
Cale,Leiviska,24341,1032,2018,P,Male,Open,MPO,United States,MN,24,69,14895,16421.5,2019-12-12
Aaron,Walther,39316,979,2012,P,Male,Advanced,MA1,United States,MO,26,35,14882,,2018-05-15
Cameron,Messerschmidt,58814,1000,2018,P,Male,Open,MPO,United States,WA,38,121,14872,8802.5,2019-12-12
Gregg,Barsby,15857,1025,2021,P,Male,Open,MPO,United States,CA,16,64,14857,13217,2021-08-04
Matt,Bell,48950,1021,2021,P,Male,Open,MPO,United States,CA,17,82,14830,9094,2021-08-04
Dustin,Keegan,35187,1017,2018,P,Male,Open,MPO,United States,OR,21,48,14787,9370.17,2019-12-12
Anthony,Barela,44382,1032,2021,P,Male,Open,MPO,United States,AZ,19,66,14707,13033,2021-08-04
Ken,Climo,4297,1032,2008,P,Male,Open,MPO,United States,FL,19,20,14705,13852,2018-05-15
Steve,Brinster,10628,1025,2015,P,Male,Open,MPO,United States,NY,19,33,14687,14776,2019-12-12
Bobby,Musick,15911,1025,2018,P,Male,Open,MPO,United States,CA,27,9,14642,12077.5,2019-12-12
Nathan,Doss,11794,1037,2014,P,Male,Open,MPO,United States,OR,19,39,14612,17444.94,2019-12-12
Jeremy,Koling,33705,1027,2021,P,Male,Open,MPO,United States,NC,18,79,14595,9922,2021-08-04
Sias,Elmore,57425,1003,2018,P,Male,Open,MPO,United States,CA,31,38,14577,7775.5,2019-12-12
Eric,Oakley,53565,1023,2020,P,Male,Open,MPO,United States,FL,15,64,14565,11045,2021-02-22
Matt,Bell,48950,1004,2015,P,Male,Open,MPO,United States,CA,33,82,14545,9485,2019-12-12
Alan,Wagner,28550,1000,2019,P,Male,Open,MPO,United States,IA,32,82,14542,5557,2021-01-26
Nathan,Sexton,18824,1035,2019,P,Male,Open,MPO,United States,WA,13,33,14480,14040.25,2021-01-26
Alan,Wagner,28550,989,2018,P,Male,Open,MPO,United States,IA,40,82,14445,5722.93,2019-12-12
Austin,Hannum,68835,1019,2021,P,Male,Open,MPO,United States,OK,17,90,14392,6947,2021-08-04
Matt,Dollar,26045,1010,2018,P,Male,Open,MPO,United States,GA,36,72,14385,12827.33,2019-12-12
Dutch,Napier,31473,1010,2018,P,Male,Open,MPO,United States,KY,21,37,14352,6597.93,2019-12-12
Nathan,Doss,11794,1033,2009,P,Male,Open,MPO,United States,OR,25,39,14352,18088,2018-05-15
Nate,Perkins,65737,1009,2020,P,Male,Open,MPO,United States,TX,21,75,14290,7558,2021-02-22
Michael,Johansen,20300,1026,2018,P,Male,Open,MPO,United States,NC,25,72,14267,12535,2019-12-12
Simon,Lizotte,8332,1036,2014,P,Male,Open,MPO,United States,MA,21,41,14262,17578.71,2019-10-31
Matt,Dollar,26045,1010,2015,P,Male,Open,MPO,United States,GA,37,72,14235,13958,2019-12-12
